model,image_id,region,income_quintile,ground_truth,predicted,error_type,sem_similarity,ctx_similarity,confidence,raw_response
qwen_vl,5d4be09ccf0b3a0f3f3398b7,am,Q3,armchair,couch,correct,0.6176,0.5328,,Couch
qwen_vl,5f80acd3959799c9784c01d4,am,Q4,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5d4bef8acf0b3a0f3f353716,am,Q4,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5d4bef9ecf0b3a0f3f353864,am,Q4,armchair,home office,misclassification,0.3301,0.525,,Home office
qwen_vl,5d4bef87cf0b3a0f3f3536ae,am,Q4,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5d4be1aacf0b3a0f3f33b717,am,Q4,armchair,children's bedroom,misclassification,0.2325,0.5019,,Children's bedroom
qwen_vl,5d4bed24cf0b3a0f3f34f154,am,Q4,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5ec4fb6ef0611d7ddd74280d,am,Q4,armchair,green plastic chair,misclassification,0.4432,0.6425,,Green plastic chair
qwen_vl,5ec4fb75f0611d7ddd742849,am,Q4,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5ec4fafdf0611d7ddd74245b,am,Q4,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5f4eab7e8bd7be60d527163a,am,Q4,armchair,plastic chair,correct,0.5584,0.635,,Plastic chair
qwen_vl,5f1879801d89df562be9efcf,am,Q4,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5ec4f944f0611d7ddd7415e2,am,Q4,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5d4be3e0cf0b3a0f3f33f177,am,Q4,armchair,living room furniture,misclassification,0.4292,0.6075,,Living room furniture
qwen_vl,5d4bef9ecf0b3a0f3f35385e,am,Q4,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5ec4fb22f0611d7ddd74258c,am,Q4,armchair,patterned chair,correct,0.5017,0.6689,,Patterned chair
qwen_vl,5d4be539cf0b3a0f3f341888,am,Q4,armchair,wooden chair,correct,0.6617,0.6352,,Wooden chair
qwen_vl,5d4bed35cf0b3a0f3f34f2fa,am,Q4,armchair,brown fabric chair,correct,0.4729,0.6523,,Brown fabric chair
qwen_vl,5d4bdfc1cf0b3a0f3f338213,am,Q4,armchair,pallet sofa,correct,0.4765,0.5227,,Pallet sofa
qwen_vl,5d4be4e6cf0b3a0f3f340ef4,am,Q4,armchair,leather armchair,correct,0.8307,0.6775,,Leather armchair
qwen_vl,5d4be1f2cf0b3a0f3f33bdef,am,Q4,armchair,red round chair,correct,0.5575,0.6434,,Red round chair
qwen_vl,5ec4fa08f0611d7ddd741c70,am,Q5,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5f889efd7e757219e8bad0b2,am,Q5,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5d4be1b4cf0b3a0f3f33b83d,am,Q5,armchair,red leather sofa,correct,0.5336,0.514,,Red leather sofa
qwen_vl,5d4bde73cf0b3a0f3f336187,am,Q5,armchair,red leather armchair,correct,0.7349,0.6805,,Red leather armchair
qwen_vl,5d4be3cfcf0b3a0f3f33ef83,am,Q5,armchair,recliner,correct,0.5284,0.5558,,Recliner
qwen_vl,5d4be1f8cf0b3a0f3f33be8f,am,Q5,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5f860b977299b53774922966,am,Q5,armchair,blue chair,correct,0.5906,0.6414,,Blue chair
qwen_vl,5d4be41ecf0b3a0f3f33f894,am,Q5,armchair,wooden chair,correct,0.6617,0.6352,,Wooden chair
qwen_vl,5d4be096cf0b3a0f3f33980b,am,Q5,armchair,sectional sofa,correct,0.6161,0.5123,,Sectional sofa
qwen_vl,5d4bebeacf0b3a0f3f34d1d1,am,Q5,armchair,leather armchair,correct,0.8307,0.6775,,Leather armchair
qwen_vl,5ec4f85df0611d7ddd740e25,am,Q5,armchair,textile,misclassification,0.1577,0.5098,,Textile
qwen_vl,5ec4f609f4a4fb7dc0387c3c,am,Q5,armchair,leather armchair,correct,0.8307,0.6775,,Leather armchair
qwen_vl,5d4befabcf0b3a0f3f3539e4,am,Q5,armchair,wicker sofa,correct,0.5715,0.5128,,Wicker sofa
qwen_vl,5d4bdeefcf0b3a0f3f336d85,eu,Q2,armchair,room interior,misclassification,0.3164,0.5664,,Room interior
qwen_vl,5d4bdf43cf0b3a0f3f337617,eu,Q2,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5d4bded7cf0b3a0f3f336aa5,eu,Q2,armchair,couch,correct,0.6176,0.5328,,Couch
qwen_vl,5d4bdeddcf0b3a0f3f336b5f,eu,Q2,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5d4bdf03cf0b3a0f3f336f8f,eu,Q3,armchair,clothing pile,misclassification,0.2104,0.5006,,Clothing pile
qwen_vl,5d4be8fccf0b3a0f3f347c7a,eu,Q3,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5d4be951cf0b3a0f3f34866a,eu,Q3,armchair,office chair,correct,0.674,0.6124,,Office chair
qwen_vl,5ec4fc43f0611d7ddd742f07,eu,Q3,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5d4bdfb2cf0b3a0f3f3380c3,eu,Q4,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5d4bdf94cf0b3a0f3f337dff,eu,Q4,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5d4be02fcf0b3a0f3f338c6e,eu,Q4,armchair,brown leather armchair,correct,0.7052,0.679,,Brown leather armchair
qwen_vl,5ec4fac0f0611d7ddd742252,eu,Q4,armchair,kitchen table,misclassification,0.3828,0.5233,,Kitchen table
qwen_vl,5d4bde6ecf0b3a0f3f336123,eu,Q4,armchair,antique chair,correct,0.5938,0.6599,,Antique chair
qwen_vl,5d4bdfb9cf0b3a0f3f338161,eu,Q4,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5d4be04dcf0b3a0f3f338fa6,eu,Q4,armchair,recliner,correct,0.5284,0.5558,,Recliner
qwen_vl,5d4be034cf0b3a0f3f338cf4,eu,Q4,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5d4bde95cf0b3a0f3f3364d3,eu,Q4,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5d4be0d4cf0b3a0f3f339f2b,eu,Q4,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5d4be409cf0b3a0f3f33f618,eu,Q4,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5d4be0d9cf0b3a0f3f339fbd,eu,Q4,armchair,cat on a couch,misclassification,0.3105,0.5032,,Cat on a couch
qwen_vl,5d4bdf80cf0b3a0f3f337c07,eu,Q4,armchair,children's bedroom,misclassification,0.2325,0.5019,,Children's bedroom
qwen_vl,5d4bdfa0cf0b3a0f3f337f39,eu,Q4,armchair,wooden chair,correct,0.6617,0.6352,,Wooden chair
qwen_vl,5ec4f5d0f4a4fb7dc0387a47,eu,Q4,armchair,office chair,correct,0.674,0.6124,,Office chair
qwen_vl,5ec4f934f0611d7ddd741560,eu,Q5,armchair,sofa,correct,0.6299,0.5283,,Sofa
qwen_vl,5ec4fa5cf0611d7ddd741f0e,eu,Q5,armchair,wooden chair,correct,0.6617,0.6352,,Wooden chair
qwen_vl,5efb423048cdebde46b5c331,eu,Q5,armchair,wooden rocking chair,correct,0.5223,0.6419,,Wooden rocking chair
qwen_vl,5ec4f8a1f0611d7ddd741078,eu,Q5,armchair,wooden chair,correct,0.6617,0.6352,,Wooden chair
qwen_vl,5d4bde94cf0b3a0f3f3364b3,eu,Q5,armchair,green armchair,correct,0.7752,0.6729,,Green armchair
qwen_vl,5ec4f914f0611d7ddd741448,eu,Q5,armchair,wicker chair,correct,0.632,0.6344,,Wicker chair
qwen_vl,5ec4fc24f0611d7ddd742e00,eu,Q5,armchair,red leather armchair,correct,0.7349,0.6805,,Red leather armchair
qwen_vl,5d4be025cf0b3a0f3f338b74,eu,Q5,armchair,rug,misclassification,0.3182,0.5082,,Rug
qwen_vl,5d4be8d9cf0b3a0f3f34786e,eu,Q5,armchair,office chair,correct,0.674,0.6124,,Office chair
qwen_vl,5d4bde2acf0b3a0f3f335adb,eu,Q5,armchair,leather sofa,correct,0.5919,0.5125,,Leather sofa
qwen_vl,5ec4fc20f0611d7ddd742ddd,eu,Q5,armchair,brown armchair,correct,0.7525,0.6827,,Brown armchair
qwen_vl,5d4bde21cf0b3a0f3f335a15,eu,Q5,armchair,living room,misclassification,0.3175,0.5534,,Living room
qwen_vl,5ec4fa2bf0611d7ddd741da1,eu,Q5,armchair,outdoor chairs,correct,0.539,0.5797,,Outdoor chairs
qwen_vl,5ec4f8f9f0611d7ddd74136c,eu,Q5,armchair,rocking chair,correct,0.5588,0.6389,,Rocking chair
qwen_vl,5ec4f923f0611d7ddd7414d1,eu,Q5,armchair,white armchair,correct,0.7927,0.69,,White armchair
qwen_vl,5ec4f909f0611d7ddd7413e5,eu,Q5,armchair,leather armchair,correct,0.8307,0.6775,,Leather armchair
qwen_vl,5ec4fa3af0611d7ddd741e1e,eu,Q5,armchair,garden setting,misclassification,0.218,0.5021,,Garden setting
qwen_vl,6057a174684cb2bdbece4085,eu,Q5,armchair,armchair,correct,1.0,0.7294,,Armchair
qwen_vl,5d4bdf89cf0b3a0f3f337cfb,eu,Q5,armchair,rocking chair,correct,0.5588,0.6389,,Rocking chair
qwen_vl,5ed7c9b3b323616e5f9eb585,eu,Q5,armchair,bean bag chair,correct,0.4804,0.5954,,Bean bag chair
qwen_vl,5ec4f92ff0611d7ddd741539,eu,Q5,armchair,recliner,correct,0.5284,0.5558,,Recliner
qwen_vl,5d4be925cf0b3a0f3f348150,eu,Q5,armchair,chair,correct,0.7285,0.6782,,Chair
qwen_vl,5ec4f5523f62767d97a47327,eu,Q5,armchair,red armchair,correct,0.7936,0.6849,,Red armchair
qwen_vl,5ec4f5523f62767d97a47328,eu,Q5,armchair,velvet armchair,correct,0.7611,0.6815,,Velvet armchair
qwen_vl,5d4bf322cf0b3a0f3f3598b2,af,Q1,backyard,rural hut,misclassification,0.3493,0.504,,Rural hut
qwen_vl,5d4bf33acf0b3a0f3f359b58,af,Q1,backyard,mud hut,misclassification,0.3802,0.5037,,Mud hut
qwen_vl,5d4befc7cf0b3a0f3f353d12,af,Q1,backyard,dirt road,misclassification,0.4115,0.5151,,Dirt road
qwen_vl,5d4bec84cf0b3a0f3f34e0f6,af,Q1,backyard,pathway,misclassification,0.1711,0.5377,,Pathway
qwen_vl,5d4bf036cf0b3a0f3f354910,af,Q1,backyard,"outdoor courtyard with laundry, dried beans, and a person sitting under a tree",misclassification,0.3727,0.5697,,"Outdoor courtyard with laundry, dried beans, and a person sitting under a tree."
qwen_vl,5d4bf342cf0b3a0f3f359c24,af,Q1,backyard,thatched hut,misclassification,0.2601,0.5166,,Thatched hut
qwen_vl,5d4becbfcf0b3a0f3f34e6e2,af,Q1,backyard,village scene,misclassification,0.3687,0.5267,,Village scene
qwen_vl,5d4becdfcf0b3a0f3f34e9a8,af,Q1,backyard,thatched roof hut,misclassification,0.3341,0.5237,,Thatched roof hut
qwen_vl,5d4bf022cf0b3a0f3f354726,af,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf00bcf0b3a0f3f354490,af,Q1,backyard,bucket,misclassification,0.2354,0.5041,,Bucket
qwen_vl,5d4bf04bcf0b3a0f3f354b18,af,Q1,backyard,shanty town alley,misclassification,0.4217,0.5317,,Shanty town alley
qwen_vl,5d4befb0cf0b3a0f3f353a6e,af,Q1,backyard,brickyard,correct,0.4751,0.6107,,Brickyard
qwen_vl,5d4befdfcf0b3a0f3f353fa4,af,Q1,backyard,village path,misclassification,0.3862,0.5396,,Village Path
qwen_vl,5d4bf38ecf0b3a0f3f35a3d8,af,Q1,backyard,desert landscape,misclassification,0.4429,0.5271,,Desert landscape
qwen_vl,5d4bf054cf0b3a0f3f354bd6,af,Q1,backyard,rural houses,misclassification,0.4356,0.5339,,Rural houses
qwen_vl,5d4bf09bcf0b3a0f3f3552fc,af,Q1,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5d4beff8cf0b3a0f3f35425c,af,Q1,backyard,brick wall,misclassification,0.3453,0.5295,,Brick wall
qwen_vl,5d4beee5cf0b3a0f3f3523de,af,Q1,backyard,rural street,correct,0.4842,0.5194,,Rural street
qwen_vl,5d4bee3ccf0b3a0f3f351068,af,Q1,backyard,rural pathway,misclassification,0.2998,0.5596,,Rural Pathway
qwen_vl,5d4bef10cf0b3a0f3f3528cc,af,Q1,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5d4beca4cf0b3a0f3f34e450,af,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bef01cf0b3a0f3f352718,af,Q1,backyard,pathway in a rural area,misclassification,0.3465,0.5193,,Pathway in a rural area
qwen_vl,5d4bf0decf0b3a0f3f355a1c,af,Q1,backyard,pathway in a dense green area,misclassification,0.268,0.5107,,Pathway in a dense green area
qwen_vl,5d4be1cccf0b3a0f3f33ba3d,af,Q1,backyard,shed,correct,0.4742,0.5306,,Shed
qwen_vl,5d4bf0bccf0b3a0f3f3556aa,af,Q1,backyard,abandoned house,misclassification,0.3758,0.5561,,Abandoned house
qwen_vl,5ec4f9a7f0611d7ddd74193c,af,Q1,backyard,pathway in a rural area,misclassification,0.3465,0.5193,,Pathway in a rural area
qwen_vl,5d4be62acf0b3a0f3f3432cd,af,Q1,backyard,shanty town,misclassification,0.3474,0.519,,Shanty town
qwen_vl,5d4bed5ecf0b3a0f3f34f7be,af,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bed7acf0b3a0f3f34fb04,af,Q1,backyard,abandoned yard,correct,0.6722,0.6249,,Abandoned yard
qwen_vl,5d4bef47cf0b3a0f3f352f4a,af,Q1,backyard,damaged building,misclassification,0.3481,0.5448,,Damaged building
qwen_vl,5d4be3fbcf0b3a0f3f33f48e,af,Q1,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5d4bf419cf0b3a0f3f35b0f2,af,Q2,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4be4e5cf0b3a0f3f340edc,af,Q2,backyard,wooden structure,misclassification,0.2479,0.562,,Wooden structure
qwen_vl,5d4bed95cf0b3a0f3f34fe26,af,Q2,backyard,construction site debris,misclassification,0.3747,0.5151,,Construction site debris
qwen_vl,5ec4fb12f0611d7ddd74250d,af,Q2,backyard,dirty laundry,misclassification,0.2693,0.5121,,Dirty laundry
qwen_vl,5d4bee4bcf0b3a0f3f35121c,af,Q2,backyard,dirt courtyard,correct,0.5537,0.5601,,Dirt courtyard
qwen_vl,5d4bdee7cf0b3a0f3f336c8f,af,Q2,backyard,backyard area,correct,0.9103,0.7102,,Backyard area
qwen_vl,5ec4f9e7f0611d7ddd741b5d,af,Q2,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5d4bdf31cf0b3a0f3f337449,af,Q2,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5ec4facaf0611d7ddd7422b0,af,Q2,backyard,trash in vegetation,misclassification,0.2633,0.535,,Trash in vegetation
qwen_vl,5d4bee5ccf0b3a0f3f3513fe,af,Q3,backyard,alleyway,misclassification,0.4149,0.537,,Alleyway
qwen_vl,5ec4f9cbf0611d7ddd741a67,af,Q3,backyard,banana trees and bamboo fence,misclassification,0.3382,0.5271,,Banana trees and bamboo fence
qwen_vl,5ec4fa3af0611d7ddd741e19,af,Q3,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5ec4f9daf0611d7ddd741ae7,af,Q3,backyard,village scene,misclassification,0.3687,0.5267,,Village scene
qwen_vl,5d4be004cf0b3a0f3f338928,af,Q3,backyard,alleyway,misclassification,0.4149,0.537,,Alleyway
qwen_vl,5d4be283cf0b3a0f3f33cda3,af,Q3,backyard,residential area,correct,0.5227,0.5977,,Residential area
qwen_vl,5d4bf236cf0b3a0f3f357e5a,af,Q3,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be66ecf0b3a0f3f343a8f,af,Q4,backyard,abandoned lot,misclassification,0.3835,0.5333,,Abandoned lot
qwen_vl,5d4beb7dcf0b3a0f3f34c520,af,Q5,backyard,backyard patio,correct,0.7914,0.6582,,Backyard patio
qwen_vl,5d4be623cf0b3a0f3f3431f5,af,Q5,backyard,backyard with trees and bushes,correct,0.8102,0.6717,,Backyard with trees and bushes
qwen_vl,5ec4fa4df0611d7ddd741e9d,af,Q5,backyard,satellite dish,misclassification,0.1757,0.5036,,Satellite dish
qwen_vl,5d4bea8dcf0b3a0f3f34aa4c,as,Q1,backyard,thatched structure,misclassification,0.1824,0.5294,,Thatched structure
qwen_vl,5d4be75acf0b3a0f3f3454b2,as,Q1,backyard,landscape,correct,0.5007,0.5588,,Landscape
qwen_vl,5d4beed7cf0b3a0f3f352236,as,Q1,backyard,thatched hut,misclassification,0.2601,0.5166,,Thatched hut
qwen_vl,5d4be6f0cf0b3a0f3f344970,as,Q1,backyard,grassland,misclassification,0.4279,0.517,,Grassland
qwen_vl,5d4beee1cf0b3a0f3f352366,as,Q1,backyard,thatched hut,misclassification,0.2601,0.5166,,Thatched hut
qwen_vl,5d4bf2cdcf0b3a0f3f358eee,as,Q1,backyard,garbage dump,misclassification,0.3362,0.5131,,garbage dump
qwen_vl,5d4be751cf0b3a0f3f3453b0,as,Q1,backyard,grassland,misclassification,0.4279,0.517,,Grassland
qwen_vl,5d4beae1cf0b3a0f3f34b436,as,Q1,backyard,thatched roof structure,misclassification,0.2298,0.5229,,Thatched roof structure
qwen_vl,5d4be7bacf0b3a0f3f345fa0,as,Q1,backyard,haystack,misclassification,0.2221,0.5213,,Haystack
qwen_vl,5d4be746cf0b3a0f3f345270,as,Q1,backyard,shelter in wooded area,misclassification,0.4096,0.5155,,Shelter in wooded area
qwen_vl,5d4be7afcf0b3a0f3f345e52,as,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4be799cf0b3a0f3f345be0,as,Q1,backyard,garden area,correct,0.6401,0.559,,Garden area
qwen_vl,5d4be75fcf0b3a0f3f34553a,as,Q1,backyard,trash in grass,misclassification,0.4333,0.5305,,Trash in grass
qwen_vl,5d4bef6acf0b3a0f3f35334a,as,Q1,backyard,rural path,misclassification,0.378,0.5413,,Rural path
qwen_vl,5d4be7a2cf0b3a0f3f345cc8,as,Q1,backyard,forest path,misclassification,0.3516,0.5019,,Forest path
qwen_vl,5d4beeadcf0b3a0f3f351d70,as,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beec9cf0b3a0f3f352082,as,Q1,backyard,palm tree grove,misclassification,0.4164,0.5108,,Palm tree grove
qwen_vl,5d4beec2cf0b3a0f3f351fc0,as,Q1,backyard,train tracks with vehicles,misclassification,0.0962,0.5334,,Train tracks with vehicles
qwen_vl,5d4be6dfcf0b3a0f3f34477e,as,Q1,backyard,backyard area,correct,0.9103,0.7102,,Backyard area
qwen_vl,5d4bf165cf0b3a0f3f35672c,as,Q1,backyard,dirt path with laundry and plants,misclassification,0.3495,0.5418,,Dirt path with laundry and plants
qwen_vl,5d4bf2d3cf0b3a0f3f358fa8,as,Q1,backyard,trash dump,misclassification,0.3365,0.5389,,Trash dump
qwen_vl,5d4bef58cf0b3a0f3f353128,as,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bec81cf0b3a0f3f34e09c,as,Q1,backyard,trees,misclassification,0.3553,0.5076,,Trees
qwen_vl,5d4bef5dcf0b3a0f3f3531d4,as,Q1,backyard,hillside with crops,misclassification,0.4278,0.5415,,Hillside with crops
qwen_vl,5d4bf2afcf0b3a0f3f358b4e,as,Q1,backyard,forest clearing,misclassification,0.34,0.5006,,Forest clearing
qwen_vl,5d4bef7dcf0b3a0f3f353588,as,Q2,backyard,damaged building,misclassification,0.3481,0.5448,,Damaged building
qwen_vl,5d4be787cf0b3a0f3f3459d0,as,Q2,backyard,palm trees,misclassification,0.3563,0.5132,,Palm trees
qwen_vl,5d4beea8cf0b3a0f3f351cc4,as,Q2,backyard,bamboo structure,misclassification,0.1767,0.5319,,Bamboo structure
qwen_vl,5ec4f821f0611d7ddd740c21,as,Q2,backyard,fence,correct,0.4747,0.5117,,Fence
qwen_vl,5d4beed0cf0b3a0f3f35215a,as,Q2,backyard,wellness center,misclassification,0.2662,0.5028,,Wellness center
qwen_vl,5d4beebccf0b3a0f3f351ef6,as,Q2,backyard,abandoned items,misclassification,0.2661,0.5488,,Abandoned items
qwen_vl,5d4bf2c7cf0b3a0f3f358e32,as,Q2,backyard,alleyway,misclassification,0.4149,0.537,,Alleyway
qwen_vl,5d4bef70cf0b3a0f3f353406,as,Q2,backyard,field,misclassification,0.3428,0.5426,,Field
qwen_vl,5d4bf158cf0b3a0f3f3565d0,as,Q2,backyard,banana plantation,misclassification,0.3462,0.52,,Banana plantation
qwen_vl,5d4bf13ccf0b3a0f3f356354,as,Q2,backyard,backyard,correct,1.0,0.726,,Backyard
qwen_vl,5d4bea4dcf0b3a0f3f34a2ce,as,Q2,backyard,pathway in a rural area,misclassification,0.3465,0.5193,,Pathway in a rural area
qwen_vl,5d4beea1cf0b3a0f3f351bf4,as,Q2,backyard,abandoned yard,correct,0.6722,0.6249,,Abandoned yard
qwen_vl,5d4be781cf0b3a0f3f34590c,as,Q2,backyard,backyard with debris,correct,0.7786,0.6456,,Backyard with debris
qwen_vl,5ec4f816f0611d7ddd740bc4,as,Q2,backyard,cornfield,misclassification,0.4237,0.5186,,Cornfield
qwen_vl,5d4bed06cf0b3a0f3f34edee,as,Q2,backyard,rural scene,correct,0.4634,0.5355,,Rural scene
qwen_vl,5d4beeb5cf0b3a0f3f351e36,as,Q2,backyard,shanty town alley,misclassification,0.4217,0.5317,,Shanty town alley
qwen_vl,5d4bed10cf0b3a0f3f34ef08,as,Q2,backyard,rural scene,correct,0.4634,0.5355,,Rural scene
qwen_vl,5d4becfacf0b3a0f3f34ecc8,as,Q2,backyard,dirty outdoor area with plants and dishes,misclassification,0.4402,0.5547,,Dirty outdoor area with plants and dishes
qwen_vl,5d4bf15fcf0b3a0f3f356688,as,Q2,backyard,brick stack,misclassification,0.2704,0.5309,,Brick stack
qwen_vl,5d4bef76cf0b3a0f3f3534c0,as,Q2,backyard,tents,misclassification,0.404,0.5158,,Tents
qwen_vl,5d4bf31bcf0b3a0f3f35980e,as,Q2,backyard,"backyard with corrugated metal structures, clothes hanging on a line, and",correct,0.5858,0.6605,,"Backyard with corrugated metal structures, clothes hanging on a line, and"
qwen_vl,5f8e2a9e09641f5700721525,as,Q2,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf2e2cf0b3a0f3f35915c,as,Q2,backyard,banana plantation,misclassification,0.3462,0.52,,Banana plantation
qwen_vl,5d4bf313cf0b3a0f3f359736,as,Q2,backyard,clothing line,misclassification,0.2081,0.5047,,Clothing line
qwen_vl,5d4bf2a0cf0b3a0f3f358994,as,Q2,backyard,rocks and vegetation,misclassification,0.3397,0.5401,,Rocks and vegetation
qwen_vl,5d4be77acf0b3a0f3f34584a,as,Q2,backyard,abandoned yard,correct,0.6722,0.6249,,Abandoned yard
qwen_vl,5d4be37bcf0b3a0f3f33e5b9,as,Q2,backyard,clothesline,misclassification,0.2105,0.5126,,Clothesline
qwen_vl,5d4becf0cf0b3a0f3f34ebac,as,Q2,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4bf188cf0b3a0f3f356ab6,as,Q3,backyard,"outdoor scene with a blue plastic chair, a wooden bench, and some tools leaning",misclassification,0.3551,0.5531,,"Outdoor scene with a blue plastic chair, a wooden bench, and some tools leaning"
qwen_vl,5d4bf171cf0b3a0f3f35682e,as,Q3,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bdf1ecf0b3a0f3f33725b,as,Q3,backyard,rural landscape,correct,0.4809,0.543,,Rural landscape
qwen_vl,5d4bf2e9cf0b3a0f3f359234,as,Q3,backyard,cattle pen,misclassification,0.2381,0.5203,,Cattle pen
qwen_vl,5d4be80dcf0b3a0f3f346837,as,Q3,backyard,damaged building,misclassification,0.3481,0.5448,,Damaged building
qwen_vl,5d4bf143cf0b3a0f3f356418,as,Q3,backyard,backyard clutter,correct,0.674,0.6749,,Backyard clutter
qwen_vl,5d4bf2dacf0b3a0f3f35907a,as,Q3,backyard,farmland,misclassification,0.4488,0.5409,,Farmland
qwen_vl,5d4be2c4cf0b3a0f3f33d405,as,Q3,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf136cf0b3a0f3f35629a,as,Q3,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be6aacf0b3a0f3f34414e,as,Q3,backyard,trash and debris in a yard,correct,0.5584,0.631,,Trash and debris in a yard.
qwen_vl,5d4bf2bacf0b3a0f3f358cac,as,Q3,backyard,construction site,misclassification,0.4096,0.522,,Construction site
qwen_vl,5ec4f7e7f0611d7ddd740a29,as,Q3,backyard,rural yard,correct,0.7096,0.6251,,Rural yard
qwen_vl,5d4be706cf0b3a0f3f344c06,as,Q3,backyard,weeds,misclassification,0.4117,0.5205,,Weeds
qwen_vl,5d4bf29acf0b3a0f3f3588e4,as,Q3,backyard,lake,misclassification,0.3856,0.5028,,Lake
qwen_vl,5d4be71acf0b3a0f3f344e6c,as,Q3,backyard,urban alleyway,correct,0.4702,0.5296,,Urban alleyway
qwen_vl,5d4bf066cf0b3a0f3f354dbc,as,Q3,backyard,winter garden,correct,0.5618,0.5221,,Winter garden
qwen_vl,5d4be702cf0b3a0f3f344b92,as,Q3,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be191cf0b3a0f3f33b41d,as,Q3,backyard,alleyway,misclassification,0.4149,0.537,,Alleyway
qwen_vl,5d4be349cf0b3a0f3f33e069,as,Q3,backyard,apartment complex,misclassification,0.3138,0.5117,,Apartment complex
qwen_vl,5d4bf14bcf0b3a0f3f35650e,as,Q3,backyard,backyard with trees and a house,correct,0.8271,0.665,,Backyard with trees and a house
qwen_vl,5d4be6fccf0b3a0f3f344ada,as,Q3,backyard,tent,misclassification,0.4237,0.5271,,Tent
qwen_vl,5d4bedcdcf0b3a0f3f350496,as,Q4,backyard,tires and car parts,misclassification,0.171,0.5153,,Tires and car parts
qwen_vl,5d4bea2bcf0b3a0f3f349ec8,as,Q4,backyard,shed,correct,0.4742,0.5306,,Shed
qwen_vl,5d4bf2c0cf0b3a0f3f358d56,as,Q4,backyard,banana trees,misclassification,0.2985,0.5148,,Banana trees
qwen_vl,5d4bee87cf0b3a0f3f3518f4,as,Q4,backyard,"backyard with a house, dog, gravel, and plants",correct,0.7337,0.6644,,"Backyard with a house, dog, gravel, and plants."
qwen_vl,5d4be733cf0b3a0f3f345058,as,Q4,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be322cf0b3a0f3f33dca5,as,Q4,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf2f0cf0b3a0f3f359320,as,Q4,backyard,pathway with vegetation,misclassification,0.2753,0.5285,,Pathway with vegetation
qwen_vl,5d4bf17acf0b3a0f3f35692a,as,Q4,backyard,alleyway,misclassification,0.4149,0.537,,Alleyway
qwen_vl,5ec4f876f0611d7ddd740f02,as,Q4,backyard,concrete pathway,misclassification,0.3066,0.5224,,Concrete pathway
